"","word","n"
"7995","but i felt like",12
"7996","but i had no",12
"7997","but it can be",12
"7998","but it was so",12
"7999","but it would have",12
"8000","but it's not a",12
"8001","but the truth is",12
"8002","but then i realized",12
"8003","but there is still",12
"8004","but they did not",12
"8005","by a number of",12
"8006","by the state department",12
"8007","call it a night",12
"8008","can i get an",12
"8009","can see from the",12
"8010","can think of is",12
"8011","can you tell us",12
"8012","can't help but think",12
"8013","can't remember the last",12
"8014","can't stop listening to",12
"8015","can't wait for you",12
"8016","can't wait to have",12
"8017","case you were wondering",12
"8018","chamber of commerce and",12
"8019","chance to see the",12
"8020","change the course of",12
"8021","chief executive of the",12
"8022","congrats on the new",12
"8023","could come up with",12
"8024","could go on and",12
"8025","couldn't be more excited",12
"8026","counting down the days",12
"8027","crazy but here's my",12
"8028","day to day life",12
"8029","days leading up to",12
"8030","department of fish and",12
"8031","did you see that",12
"8032","do it for the",12
"8033","do it i can",12
"8034","do not know how",12
"8035","do what i want",12
"8036","do what we can",12
"8037","do with the fact",12
"8038","do you like the",12
"8039","do you need a",12
"8040","do you need to",12
"8041","do you see the",12
"8042","does not appear to",12
"8043","don't care if you",12
"8044","don't give a shit",12
"8045","don't know how i",12
"8046","don't know how much",12
"8047","don't know much about",12
"8048","don't want to give",12
"8049","don't you just love",12
"8050","done a great job",12
"8051","drop me a line",12
"8052","each and every day",12
"8053","each one of us",12
"8054","easy it is to",12
"8055","even get me started",12
"8056","even if you are",12
"8057","even if you don’t",12
"8058","even though i know",12
"8059","even though it is",12
"8060","excited to see the",12
"8061","excuse me while i",12
"8062","fact that i am",12
"8063","fallen in love with",12
"8064","favorite thing to do",12
"8065","feel like i can",12
"8066","feel like i could",12
"8067","feel like i was",12
"8068","felt the same way",12
"8069","finding a way to",12
"8070","first day on the",12
"8071","first game of the",12
"8072","first time i saw",12
"8073","first time in my",12
"8074","five years in prison",12
"8075","foot home with pool",12
"8076","for all to see",12
"8077","for at least another",12
"8078","for better or worse",12
"8079","for me i don't",12
"8080","for more information about",12
"8081","for more than three",12
"8082","for nearly a decade",12
"8083","for the department of",12
"8084","for the follow have",12
"8085","for the follow hope",12
"8086","for the follow you",12
"8087","for the people of",12
"8088","for the record i",12
"8089","for the return of",12
"8090","for you to follow",12
"8091","for you when you",12
"8092","for your kind words",12
"8093","forward to hearing from",12
"8094","forward to seeing your",12
"8095","found out i was",12
"8096","from the end of",12
"8097","from the ground up",12
"8098","from the very beginning",12
"8099","games in a row",12
"8100","get any better than",12
"8101","get away from the",12
"8102","get lost in the",12
"8103","get me out of",12
"8104","getting a lot of",12
"8105","getting out of bed",12
"8106","getting out of the",12
"8107","give it a go",12
"8108","given the opportunity to",12
"8109","glad to hear that",12
"8110","glow in the dark",12
"8111","go back to bed",12
"8112","going back and forth",12
"8113","going to be awesome",12
"8114","going to go out",12
"8115","going to take the",12
"8116","going to the movies",12
"8117","good morning have a",12
"8118","got an email from",12
"8119","got off the phone",12
"8120","great job on the",12
"8121","great to see the",12
"8122","had a dream that",12
"8123","had anything to do",12
"8124","had the time to",12
"8125","had to be a",12
"8126","had to make a",12
"8127","had two hits and",12
"8128","happy first day of",12
"8129","happy new year from",12
"8130","has been such a",12
"8131","has pleaded not guilty",12
"8132","hate it when i",12
"8133","hate it when people",12
"8134","hate you i hate",12
"8135","have a better chance",12
"8136","have a great monday",12
"8137","have a long way",12
"8138","have a tendency to",12
"8139","have a very good",12
"8140","have a way to",12
"8141","have an amazing day",12
"8142","have at least one",12
"8143","have been known to",12
"8144","have been on the",12
"8145","have come up with",12
"8146","have every right to",12
"8147","have plenty of time",12
"8148","have the luxury of",12
"8149","have to be at",12
"8150","have to do some",12
"8151","have to give up",12
"8152","have you ever had",12
"8153","have you ever tried",12
"8154","he had a great",12
"8155","he said but i",12
"8156","he said i don't",12
"8157","he said it's not",12
"8158","he was a very",12
"8159","he was at the",12
"8160","he was in a",12
"8161","he was such a",12
"8162","heard a lot of",12
"8163","help spread the word",12
"8164","here is a little",12
"8165","here is what i",12
"8166","hi how are you",12
"8167","hit a home run",12
"8168","hit by a car",12
"8169","hope your day is",12
"8170","how cool is that",12
"8171","how do i know",12
"8172","how do you keep",12
"8173","how many times have",12
"8174","how much you love",12
"8175","how to deal with",12
"8176","huge fan of the",12
"8177","i also have to",12
"8178","i am having a",12
"8179","i believe in the",12
"8180","i believe that the",12
"8181","i came across this",12
"8182","i can do a",12
"8183","i can get my",12
"8184","i can relate to",12
"8185","i can see you",12
"8186","i can think about",12
"8187","i can't believe it's",12
"8188","i can't get enough",12
"8189","i could do that",12
"8190","i could get a",12
"8191","i didn't think it",12
"8192","i didn’t have a",12
"8193","i didn’t have to",12
"8194","i didn’t know what",12
"8195","i do know is",12
"8196","i do say so",12
"8197","i do the same",12
"8198","i don't know you",12
"8199","i don't mean to",12
"8200","i don't see how",12
"8201","i don't see the",12
"8202","i don't think anyone",12
"8203","i don't think we",12
"8204","i don’t feel like",12
"8205","i don’t really know",12
"8206","i dont even know",12
"8207","i go to sleep",12
"8208","i go to work",12
"8209","i going to do",12
"8210","i got a lot",12
"8211","i got my first",12
"8212","i had never heard",12
"8213","i had never seen",12
"8214","i had no clue",12
"8215","i had to learn",12
"8216","i have always loved",12
"8217","i have been in",12
"8218","i have been waiting",12
"8219","i have ever heard",12
"8220","i have lots of",12
"8221","i have the best",12
"8222","i highly recommend it",12
"8223","i hope this is",12
"8224","i hope you get",12
"8225","i just feel like",12
"8226","i just have a",12
"8227","i knew it would",12
"8228","i knew that i",12
"8229","i know i should",12
"8230","i know it will",12
"8231","i like to go",12
"8232","i love you with",12
"8233","i miss you guys",12
"8234","i miss you so",12
"8235","i must say that",12
"8236","i need to move",12
"8237","i need your help",12
"8238","i needed to know",12
"8239","i never want to",12
"8240","i picked up the",12
"8241","i really have to",12
"8242","i say i love",12
"8243","i think about you",12
"8244","i think i did",12
"8245","i think i like",12
"8246","i think it's going",12
"8247","i think it's the",12
"8248","i think there's a",12
"8249","i thought i could",12
"8250","i thought that i",12
"8251","i thought to myself",12
"8252","i want people to",12
"8253","i want to tell",12
"8254","i wanted it to",12
"8255","i wanted to give",12
"8256","i wanted to take",12
"8257","i was asked to",12
"8258","i was born in",12
"8259","i was glad to",12
"8260","i was looking at",12
"8261","i was surprised to",12
"8262","i was thinking that",12
"8263","i was too busy",12
"8264","i went to my",12
"8265","i went to school",12
"8266","i will always be",12
"8267","i wish that i",12
"8268","i wonder if they",12
"8269","i would die if",12
"8270","i would do it",12
"8271","i wouldn't want to",12
"8272","i'd like to be",12
"8273","i'll be back in",12
"8274","i'll be in the",12
"8275","i'm going to say",12
"8276","i'm gonna have to",12
"8277","i'm not even sure",12
"8278","i'm not sure why",12
"8279","i'm not talking about",12
"8280","i'm pretty sure that",12
"8281","i'm sure there are",12
"8282","i'm too lazy to",12
"8283","i've had in a",12
"8284","i've never seen a",12
"8285","i've seen in a",12
"8286","i’m going to go",12
"8287","i’m not saying that",12
"8288","if at first you",12
"8289","if i do say",12
"8290","if i have a",12
"8291","if that is the",12
"8292","if that's the case",12
"8293","if there is anything",12
"8294","if there is no",12
"8295","if u want to",12
"8296","if you are the",12
"8297","if you believe in",12
"8298","if you don't get",12
"8299","if you have never",12
"8300","if you know of",12
"8301","if you need help",12
"8302","if you need me",12
"8303","if you take the",12
"8304","if you want something",12
"8305","if you want the",12
"8306","if you want your",12
"8307","if you're like me",12
"8308","if you're reading this",12
"8309","in a bad way",12
"8310","in a large skillet",12
"8311","in a little over",12
"8312","in a small town",12
"8313","in a time of",12
"8314","in fact i think",12
"8315","in front of his",12
"8316","in las vegas the",12
"8317","in my life but",12
"8318","in my life the",12
"8319","in new jersey and",12
"8320","in new jersey the",12
"8321","in new york state",12
"8322","in order to do",12
"8323","in order to have",12
"8324","in other words if",12
"8325","in real life the",12
"8326","in the bowl of",12
"8327","in the coming days",12
"8328","in the company of",12
"8329","in the country the",12
"8330","in the day to",12
"8331","in the end zone",12
"8332","in the evening and",12
"8333","in the footsteps of",12
"8334","in the game and",12
"8335","in the journal of",12
"8336","in the last decade",12
"8337","in the last five",12
"8338","in the past decade",12
"8339","in the past month",12
"8340","in the plain dealer",12
"8341","in the race for",12
"8342","in the role of",12
"8343","in the seventh inning",12
"8344","in the sixth inning",12
"8345","in the thick of",12
"8346","in the u.s in",12
"8347","in the u.s the",12
"8348","in the world we",12
"8349","in upstate new york",12
"8350","in world war ii",12
"8351","in your life and",12
"8352","increase the number of",12
"8353","is a big deal",12
"8354","is a good idea",12
"8355","is a must read",12
"8356","is a series of",12
"8357","is crazy but here's",12
"8358","is he going to",12
"8359","is in the midst",12
"8360","is it going to",12
"8361","is known for its",12
"8362","is no longer the",12
"8363","is no need to",12
"8364","is no reason to",12
"8365","is nothing wrong with",12
"8366","is one of three",12
"8367","is one of two",12
"8368","is such a great",12
"8369","is the best i",12
"8370","is the one that",12
"8371","is to say that",12
"8372","is too short to",12
"8373","is what you make",12
"8374","it and it was",12
"8375","it any other way",12
"8376","it as long as",12
"8377","it but it was",12
"8378","it came to the",12
"8379","it feels like to",12
"8380","it had been a",12
"8381","it has something to",12
"8382","it in the first",12
"8383","it is a bit",12
"8384","it is about the",12
"8385","it is because of",12
"8386","it is important for",12
"8387","it is more than",12
"8388","it is only a",12
"8389","it is said that",12
"8390","it is such a",12
"8391","it is unclear whether",12
"8392","it it is a",12
"8393","it made me feel",12
"8394","it makes me sad",12
"8395","it out of my",12
"8396","it seemed like a",12
"8397","it should not be",12
"8398","it to the next",12
"8399","it turns out the",12
"8400","it was a blast",12
"8401","it was a pretty",12
"8402","it was important to",12
"8403","it was more than",12
"8404","it was not the",12
"8405","it was then that",12
"8406","it will be great",12
"8407","it will be my",12
"8408","it will take a",12
"8409","it would seem that",12
"8410","it's a matter of",12
"8411","it's been a great",12
"8412","it's been so long",12
"8413","it’s a good thing",12
"8414","just go with it",12
"8415","just goes to show",12
"8416","just going to be",12
"8417","just got off the",12
"8418","just have to wait",12
"8419","just so i can",12
"8420","just the right amount",12
"8421","just waiting for the",12
"8422","just wanted you to",12
"8423","just woke up from",12
"8424","keep my eyes open",12
"8425","keep spreading the word",12
"8426","keeping up with the",12
"8427","knew it was a",12
"8428","know how much i",12
"8429","know that it is",12
"8430","know that they are",12
"8431","know that this is",12
"8432","know what's going to",12
"8433","last night it was",12
"8434","last night we had",12
"8435","late in the game",12
"8436","late to the party",12
"8437","later in the year",12
"8438","least some of the",12
"8439","less than a mile",12
"8440","let you know how",12
"8441","let you know if",12
"8442","like it was a",12
"8443","like one of those",12
"8444","like to talk about",12
"8445","like to talk to",12
"8446","little to do with",12
"8447","live in a world",12
"8448","long does it take",12
"8449","looking forward to another",12
"8450","lot of time with",12
"8451","love it if you",12
"8452","love it when you",12
"8453","love this time of",12
"8454","love to see the",12
"8455","love you with all",12
"8456","made me feel like",12
"8457","made me think of",12
"8458","made the decision to",12
"8459","made the right decision",12
"8460","make it easier to",12
"8461","make me feel better",12
"8462","make me feel like",12
"8463","make sure that we",12
"8464","make up for it",12
"8465","make you feel better",12
"8466","make you want to",12
"8467","may be a little",12
"8468","may not be a",12
"8469","me and i am",12
"8470","me i have a",12
"8471","me it would be",12
"8472","me to tell you",12
"8473","me what to do",12
"8474","means to be a",12
"8475","men women and children",12
"8476","merry christmas to all",12
"8477","middle of the street",12
"8478","might have been a",12
"8479","more information about the",12
"8480","more than a half",12
"8481","more than three years",12
"8482","more than twice the",12
"8483","most of them are",12
"8484","most oral care products",12
"8485","mothers day to my",12
"8486","much more than that",12
"8487","must be at least",12
"8488","must have been a",12
"8489","my best friend and",12
"8490","my father in law",12
"8491","my first thought was",12
"8492","my thoughts and prayers",12
"8493","national day of prayer",12
"8494","need a break from",12
"8495","need to get the",12
"8496","need to learn to",12
"8497","need to talk about",12
"8498","need to work on",12
"8499","need to worry about",12
"8500","never give up on",12
"8501","next thing you know",12
"8502","next time i see",12
"8503","no i am not",12
"8504","no matter what your",12
"8505","no one has been",12
"8506","no one seems to",12
"8507","not as good as",12
"8508","not just for the",12
"8509","not only did i",12
"8510","not only that but",12
"8511","not to mention that",12
"8512","nothing else to do",12
"8513","nothing to worry about",12
"8514","now back to the",12
"8515","now i just need",12
"8516","nowhere to be found",12
"8517","of a man who",12
"8518","of a sudden i",12
"8519","of all the people",12
"8520","of course there is",12
"8521","of fish and wildlife",12
"8522","of luck to you",12
"8523","of my favorite people",12
"8524","of one of my",12
"8525","of people who have",12
"8526","of president barack obama",12
"8527","of the country and",12
"8528","of the day to",12
"8529","of the day we",12
"8530","of the lord and",12
"8531","of the most amazing",12
"8532","of the most significant",12
"8533","of the nfl draft",12
"8534","of the night and",12
"8535","of the post dispatch",12
"8536","of the season the",12
"8537","of the second quarter",12
"8538","of the state department",12
"8539","of the year at",12
"8540","of the year when",12
"8541","of things to come",12
"8542","of things to do",12
"8543","of those days where",12
"8544","of us in the",12
"8545","of your comfort zone",12
"8546","off to a great",12
"8547","oh how i love",12
"8548","old resident of the",12
"8549","on a side note",12
"8550","on a variety of",12
"8551","on each of the",12
"8552","on here in a",12
"8553","on one of my",12
"8554","on the amount of",12
"8555","on the couch with",12
"8556","on the evening of",12
"8557","on the november ballot",12
"8558","on the outskirts of",12
"8559","on the right path",12
"8560","on the street is",12
"8561","on the table and",12
"8562","on the today show",12
"8563","on the way down",12
"8564","one of my most",12
"8565","one of the least",12
"8566","one of the men",12
"8567","one of them was",12
"8568","one of those nights",12
"8569","one thing that i",12
"8570","only a few days",12
"8571","only one way to",12
"8572","or anything like that",12
"8573","our way to the",12
"8574","out of it and",12
"8575","out of the first",12
"8576","out of the gate",12
"8577","out of the ground",12
"8578","out of the window",12
"8579","out of town for",12
"8580","out on the town",12
"8581","out some of the",12
"8582","out to all the",12
"8583","over the next three",12
"8584","over the weekend i",12
"8585","part of the deal",12
"8586","part of the process",12
"8587","pave the way for",12
"8588","people all over the",12
"8589","percent from a year",12
"8590","person familiar with the",12
"8591","pick in the draft",12
"8592","place in my heart",12
"8593","place in the world",12
"8594","play a role in",12
"8595","please follow me im",12
"8596","points in the first",12
"8597","points in the second",12
"8598","post traumatic stress disorder",12
"8599","probably not going to",12
"8600","program the university of",12
"8601","put it on a",12
"8602","put it on the",12
"8603","ready to give up",12
"8604","ready to go home",12
"8605","really want to get",12
"8606","remind me of the",12
"8607","remove from the heat",12
"8608","rest of the game",12
"8609","right now this is",12
"8610","right off the bat",12
"8611","right there with you",12
"8612","rt i want to",12
"8613","run up to the",12
"8614","runners in scoring position",12
"8615","said referring to the",12
"8616","said that he would",12
"8617","said there were no",12
"8618","said to be the",12
"8619","salt and pepper and",12
"8620","see the rest of",12
"8621","see what all the",12
"8622","see you there i",12
"8623","seeing a lot of",12
"8624","seems to me to",12
"8625","seen a lot of",12
"8626","senate majority leader harry",12
"8627","send me a message",12
"8628","sense of humor and",12
"8629","sense of the word",12
"8630","sent a letter to",12
"8631","she is one of",12
"8632","she is such a",12
"8633","she said in a",12
"8634","she said this is",12
"8635","she thought it was",12
"8636","should have been a",12
"8637","show up in the",12
"8638","side by side with",12
"8639","side of the bed",12
"8640","since i was in",12
"8641","sitting in front of",12
"8642","so here are some",12
"8643","so here is my",12
"8644","so i can be",12
"8645","so i can have",12
"8646","so if you want",12
"8647","so much and i",12
"8648","so much to be",12
"8649","so much to me",12
"8650","so nice to see",12
"8651","so we can get",12
"8652","so when i saw",12
"8653","some of my own",12
"8654","some of the top",12
"8655","somebody that i used",12
"8656","sooner rather than later",12
"8657","started out as a",12
"8658","state of new jersey",12
"8659","stay tuned for details",12
"8660","still working on the",12
"8661","take a closer look",12
"8662","take care of your",12
"8663","take into account the",12
"8664","takes me back to",12
"8665","taking care of the",12
"8666","talk to me i",12
"8667","tell us what you",12
"8668","tell you how many",12
"8669","thank you again for",12
"8670","thank you all so",12
"8671","thank you god for",12
"8672","thank you i love",12
"8673","thanks for checking in",12
"8674","thanks for letting us",12
"8675","thanks for sharing your",12
"8676","thanks for telling me",12
"8677","thanks to all our",12
"8678","that at least one",12
"8679","that could be a",12
"8680","that could lead to",12
"8681","that doesn't mean that",12
"8682","that i can be",12
"8683","that i can do",12
"8684","that it makes me",12
"8685","that led to a",12
"8686","that looks like a",12
"8687","that may be the",12
"8688","that there are some",12
"8689","that they would be",12
"8690","that this was the",12
"8691","that time of the",12
"8692","that turned out to",12
"8693","that we had to",12
"8694","that we should be",12
"8695","that will help you",12
"8696","that you don't have",12
"8697","that's what i was",12
"8698","the banks of the",12
"8699","the best we can",12
"8700","the biggest thing is",12
"8701","the case for the",12
"8702","the city and state",12
"8703","the collapse of the",12
"8704","the condition of the",12
"8705","the creation of a",12
"8706","the current state of",12
"8707","the department of justice",12
"8708","the district attorney's office",12
"8709","the driving force behind",12
"8710","the duration of the",12
"8711","the east coast and",12
"8712","the effectiveness of the",12
"8713","the event will be",12
"8714","the existence of the",12
"8715","the fact is that",12
"8716","the fate of the",12
"8717","the fear of the",12
"8718","the federal trade commission",12
"8719","the first game of",12
"8720","the first half and",12
"8721","the first step in",12
"8722","the first time i've",12
"8723","the focal point of",12
"8724","the game on a",12
"8725","the glory of the",12
"8726","the good of the",12
"8727","the head with a",12
"8728","the key to the",12
"8729","the kids are all",12
"8730","the kind of love",12
"8731","the land of the",12
"8732","the look out for",12
"8733","the manner in which",12
"8734","the mission of the",12
"8735","the month of april",12
"8736","the new jersey state",12
"8737","the new york yankees",12
"8738","the obama administration is",12
"8739","the office of the",12
"8740","the older i get",12
"8741","the one of the",12
"8742","the one on the",12
"8743","the only one of",12
"8744","the perfect way to",12
"8745","the price of gas",12
"8746","the price of oil",12
"8747","the rear of the",12
"8748","the right kind of",12
"8749","the rise of the",12
"8750","the road to the",12
"8751","the role of a",12
"8752","the same level of",12
"8753","the same time and",12
"8754","the same time you",12
"8755","the same way the",12
"8756","the scene of the",12
"8757","the season with a",12
"8758","the second half and",12
"8759","the soon to be",12
"8760","the st charles county",12
"8761","the state and the",12
"8762","the text of the",12
"8763","the thing is i",12
"8764","the third time in",12
"8765","the time in the",12
"8766","the time to make",12
"8767","the total number of",12
"8768","the tree of life",12
"8769","the united states that",12
"8770","the university of wisconsin",12
"8771","the use of a",12
"8772","the view of the",12
"8773","the way down the",12
"8774","the way in which",12
"8775","the way it was",12
"8776","the way you think",12
"8777","the white house and",12
"8778","the white house the",12
"8779","the whole of the",12
"8780","the word out about",12
"8781","the work of a",12
"8782","the world we live",12
"8783","then it will be",12
"8784","there is no question",12
"8785","there is no real",12
"8786","there is nothing like",12
"8787","there was no need",12
"8788","there's a good chance",12
"8789","there's a lot more",12
"8790","there's no such thing",12
"8791","they didn't want to",12
"8792","they don’t want to",12
"8793","they need to get",12
"8794","they seem to be",12
"8795","they were able to",12
"8796","things are going to",12
"8797","think i may have",12
"8798","think of a better",12
"8799","think we have a",12
"8800","think we're going to",12
"8801","this is a really",12
"8802","this is how the",12
"8803","this is probably the",12
"8804","this is the case",12
"8805","this is where we",12
"8806","this time i was",12
"8807","this week i have",12
"8808","this year according to",12
"8809","this year but i",12
"8810","this year i have",12
"8811","thought i would be",12
"8812","time for us to",12
"8813","time i went to",12
"8814","time to get a",12
"8815","time to get out",12
"8816","time to get ready",12
"8817","times more likely to",12
"8818","to a great start",12
"8819","to be a member",12
"8820","to be at least",12
"8821","to be here for",12
"8822","to be seen as",12
"8823","to be such a",12
"8824","to be too much",12
"8825","to be with my",12
"8826","to believe that i",12
"8827","to check out my",12
"8828","to compete in the",12
"8829","to do but i",12
"8830","to do just that",12
"8831","to do more to",12
"8832","to do the work",12
"8833","to do this and",12
"8834","to do this for",12
"8835","to do what we",12
"8836","to find a job",12
"8837","to find a new",12
"8838","to find out who",12
"8839","to follow on twitter",12
"8840","to get a lot",12
"8841","to get a sense",12
"8842","to get caught up",12
"8843","to get the job",12
"8844","to get to a",12
"8845","to get up to",12
"8846","to give it up",12
"8847","to go to church",12
"8848","to have a new",12
"8849","to have the same",12
"8850","to have you as",12
"8851","to hear from the",12
"8852","to help you with",12
"8853","to know each other",12
"8854","to know what to",12
"8855","to let her know",12
"8856","to listen to a",12
"8857","to load the bases",12
"8858","to make your own",12
"8859","to me and said",12
"8860","to me i have",12
"8861","to me that the",12
"8862","to meet with the",12
"8863","to pick me up",12
"8864","to pick up some",12
"8865","to run in the",12
"8866","to say no to",12
"8867","to see how it",12
"8868","to see if she",12
"8869","to see one of",12
"8870","to see what they",12
"8871","to see you and",12
"8872","to send it to",12
"8873","to show up for",12
"8874","to sit on the",12
"8875","to spend the day",12
"8876","to step up and",12
"8877","to stock up on",12
"8878","to stop by and",12
"8879","to take a few",12
"8880","to take a shower",12
"8881","to thank you for",12
"8882","to the emergency room",12
"8883","to the land of",12
"8884","to the public and",12
"8885","to think of the",12
"8886","to try to find",12
"8887","to wait and see",12
"8888","to win it all",12
"8889","to work as a",12
"8890","to work at the",12
"8891","today can't wait to",12
"8892","today is my birthday",12
"8893","today looking forward to",12
"8894","took part in the",12
"8895","toothbrush express offers great",12
"8896","trainer max the body",12
"8897","trying to get me",12
"8898","trying to get my",12
"8899","trying to lose weight",12
"8900","trying to pick up",12
"8901","two of the most",12
"8902","two years ago i",12
"8903","two years ago when",12
"8904","ty for the follow",12
"8905","u.s department of justice",12
"8906","under the direction of",12
"8907","up so i can",12
"8908","up with all the",12
"8909","wait to get my",12
"8910","wait to get to",12
"8911","wait to go to",12
"8912","wait to see this",12
"8913","walked out of the",12
"8914","want to be like",12
"8915","want to be there",12
"8916","want to come to",12
"8917","want to know about",12
"8918","want to tell you",12
"8919","wanted to take a",12
"8920","was a little more",12
"8921","was among the first",12
"8922","was based on the",12
"8923","was hit by a",12
"8924","was in charge of",12
"8925","was just trying to",12
"8926","was more than a",12
"8927","was nice to get",12
"8928","was nice to see",12
"8929","was shot and killed",12
"8930","was still in the",12
"8931","was struck by a",12
"8932","was surprised by the",12
"8933","was the result of",12
"8934","way up to the",12
"8935","we are happy to",12
"8936","we can do is",12
"8937","we can do this",12
"8938","we can get a",12
"8939","we do need to",12
"8940","we had so much",12
"8941","we had to go",12
"8942","we have so much",12
"8943","we have the same",12
"8944","we just had to",12
"8945","we might as well",12
"8946","we need to make",12
"8947","we should have a",12
"8948","we used to be",12
"8949","we will see you",12
"8950","we'll see what happens",12
"8951","well i hope you",12
"8952","were some of the",12
"8953","what a great way",12
"8954","what did i do",12
"8955","what ever happened to",12
"8956","what has happened to",12
"8957","what have you done",12
"8958","what i really want",12
"8959","what not to do",12
"8960","what the rest of",12
"8961","what we want to",12
"8962","what we're going to",12
"8963","what would i do",12
"8964","what you're talking about",12
"8965","what's the point of",12
"8966","whatever you want to",12
"8967","when he was in",12
"8968","when i do i",12
"8969","when i see you",12
"8970","when i told him",12
"8971","when i was about",12
"8972","when i was at",12
"8973","when it was time",12
"8974","when the time comes",12
"8975","where did you go",12
"8976","where i need to",12
"8977","whether it is a",12
"8978","which leads me to",12
"8979","while we were in",12
"8980","who are in the",12
"8981","who doesn't love a",12
"8982","who else is going",12
"8983","who i am and",12
"8984","why am i still",12
"8985","will always be in",12
"8986","will be a lot",12
"8987","will be available to",12
"8988","will be ready to",12
"8989","will find a way",12
"8990","will get back to",12
"8991","will have a chance",12
"8992","will tell you that",12
"8993","win of the season",12
"8994","wish i had more",12
"8995","with a chance of",12
"8996","with a little more",12
"8997","with a piece of",12
"8998","with a smile on",12
"8999","with all kinds of",12
"9000","with all the other",12
"9001","with an emphasis on",12
"9002","with friends and family",12
"9003","with his wife and",12
"9004","with intent to distribute",12
"9005","with me and i",12
"9006","with one of our",12
"9007","with the release of",12
"9008","with the support of",12
"9009","with the united states",12
"9010","with this in mind",12
"9011","woke up from a",12
"9012","woke up in the",12
"9013","word on the street",12
"9014","would be a little",12
"9015","would be good to",12
"9016","would be great if",12
"9017","would be in the",12
"9018","would be nice if",12
"9019","would go on to",12
"9020","would have been more",12
"9021","would have been the",12
"9022","would like to do",12
"9023","would like to say",12
"9024","would like to talk",12
"9025","would make a great",12
"9026","would not want to",12
"9027","yards and two touchdowns",12
"9028","you all for your",12
"9029","you and i are",12
"9030","you are new to",12
"9031","you can never have",12
"9032","you can pick up",12
"9033","you can see how",12
"9034","you do if you",12
"9035","you don’t have a",12
"9036","you feel better soon",12
"9037","you follow me please",12
"9038","you for all your",12
"9039","you get what you",12
"9040","you got that right",12
"9041","you guys are awesome",12
"9042","you have a chance",12
"9043","you have a nice",12
"9044","you have an awesome",12
"9045","you have to ask",12
"9046","you have to keep",12
"9047","you know when i",12
"9048","you must be a",12
"9049","you need to come",12
"9050","you need to take",12
"9051","you think this is",12
"9052","you to do the",12
"9053","you won't be able",12
"9054","you're having a great",12
"9055","you’re not going to",12
"9056","a big difference in",11
"9057","a chance to be",11
"9058","a chance to meet",11
"9059","a couple days ago",11
"9060","a day to day",11
"9061","a day to remember",11
"9062","a few hours later",11
"9063","a good amount of",11
"9064","a good sense of",11
"9065","a good thing but",11
"9066","a great sense of",11
"9067","a great time and",11
"9068","a group of students",11
"9069","a gunshot wound to",11
"9070","a happy mother's day",11
"9071","a high level of",11
"9072","a job well done",11
"9073","a little bit about",11
"9074","a little out of",11
"9075","a long line of",11
"9076","a lot out of",11
"9077","a lot to say",11
"9078","a meet and greet",11
"9079","a mile from the",11
"9080","a moment of silence",11
"9081","a number of people",11
"9082","a number of times",11
"9083","a once in a",11
"9084","a pair of shoes",11
"9085","a part of their",11
"9086","a person who is",11
"9087","a picture of me",11
"9088","a quick look at",11
"9089","a reference to the",11
"9090","a reputation as a",11
"9091","a safe and happy",11
"9092","a statement released by",11
"9093","a step back and",11
"9094","a strong sense of",11
"9095","a threat to the",11
"9096","a ton of money",11
"9097","a variety of ways",11
"9098","a very happy birthday",11
"9099","a year after the",11
"9100","a year for the",11
"9101","about all of this",11
"9102","about one third of",11
"9103","about the power of",11
"9104","about the prospect of",11
"9105","about the things that",11
"9106","about you but i",11
"9107","according to a survey",11
"9108","according to court papers",11
"9109","all i could do",11
"9110","all i did was",11
"9111","all i had to",11
"9112","all in all it",11
"9113","all in the same",11
"9114","all it was a",11
"9115","all of those things",11
"9116","all the time you",11
"9117","all there is to",11
"9118","almost all of the",11
"9119","almost as much as",11
"9120","along for the ride",11
"9121","along the way he",11
"9122","always looking for new",11
"9123","am a big fan",11
"9124","am a fan of",11
"9125","an agreement with the",11
"9126","an assistant professor of",11
"9127","an eye on the",11
"9128","an hour or two",11
"9129","an opportunity to get",11
"9130","and an array of",11
"9131","and as far as",11
"9132","and as much as",11
"9133","and as you can",11
"9134","and came up with",11
"9135","and click on the",11
"9136","and do you know",11
"9137","and everything to do",11
"9138","and get ready to",11
"9139","and get rid of",11
"9140","and he told me",11
"9141","and headed to the",11
"9142","and how did you",11
"9143","and i am the",11
"9144","and i did not",11
"9145","and i didn't want",11
"9146","and i had been",11
"9147","and i have the",11
"9148","and i love that",11
"9149","and i think that's",11
"9150","and i wish i",11
"9151","and i’m going to",11
"9152","and it feels like",11
"9153","and it was the",11
"9154","and it was very",11
"9155","and it's going to",11
"9156","and listen to the",11
"9157","and make sure you",11
"9158","and no matter what",11
"9159","and now we have",11
"9160","and off the field",11
"9161","and prayers go out",11
"9162","and put it on",11
"9163","and see if i",11
"9164","and see what happens",11
"9165","and see what i",11
"9166","and so much more",11
"9167","and that's what i",11
"9168","and the end of",11
"9169","and the importance of",11
"9170","and the lack of",11
"9171","and the one that",11
"9172","and the white house",11
"9173","and then i had",11
"9174","and there are a",11
"9175","and there are no",11
"9176","and they're going to",11
"9177","and this is where",11
"9178","and those who do",11
"9179","and tried to get",11
"9180","and we know that",11
"9181","and what better way",11
"9182","and you can get",11
"9183","answer to this question",11
"9184","are a few of",11
"9185","are going to go",11
"9186","are looking at the",11
