"","word","n"
"36563","this right now",14
"36564","this spring and",14
"36565","this spring the",14
"36566","this story the",14
"36567","this time with",14
"36568","this was all",14
"36569","this was in",14
"36570","this week after",14
"36571","this week it's",14
"36572","this year after",14
"36573","this year will",14
"36574","those who love",14
"36575","those who would",14
"36576","though i think",14
"36577","though there is",14
"36578","thought that it",14
"36579","three goals and",14
"36580","three hours of",14
"36581","three in a",14
"36582","three to four",14
"36583","three year contract",14
"36584","through most of",14
"36585","through the city",14
"36586","through the middle",14
"36587","through the process",14
"36588","throughout the city",14
"36589","thx for following",14
"36590","ticket to the",14
"36591","tickets go on",14
"36592","till i get",14
"36593","till the end",14
"36594","time i can",14
"36595","time i do",14
"36596","time in his",14
"36597","time is it",14
"36598","time is running",14
"36599","time on a",14
"36600","time that the",14
"36601","time to call",14
"36602","time to have",14
"36603","time to head",14
"36604","time to learn",14
"36605","time to spend",14
"36606","time to turn",14
"36607","time with your",14
"36608","times at the",14
"36609","times when you",14
"36610","tiny bit of",14
"36611","to a concert",14
"36612","to a girl",14
"36613","to a meeting",14
"36614","to a one",14
"36615","to a single",14
"36616","to a survey",14
"36617","to accept a",14
"36618","to acknowledge the",14
"36619","to adjust the",14
"36620","to an area",14
"36621","to an hour",14
"36622","to as many",14
"36623","to ask if",14
"36624","to be afraid",14
"36625","to be among",14
"36626","to be approved",14
"36627","to be broken",14
"36628","to be featured",14
"36629","to be from",14
"36630","to be gone",14
"36631","to be healthy",14
"36632","to be human",14
"36633","to be identified",14
"36634","to be if",14
"36635","to be interesting",14
"36636","to be reminded",14
"36637","to be responsible",14
"36638","to be self",14
"36639","to be two",14
"36640","to be where",14
"36641","to be willing",14
"36642","to be you",14
"36643","to bring him",14
"36644","to build an",14
"36645","to buy one",14
"36646","to call her",14
"36647","to celebrate my",14
"36648","to change a",14
"36649","to change i",14
"36650","to change your",14
"36651","to chat about",14
"36652","to check this",14
"36653","to clean it",14
"36654","to clean the",14
"36655","to close a",14
"36656","to come off",14
"36657","to come with",14
"36658","to compete for",14
"36659","to convince the",14
"36660","to create more",14
"36661","to cut a",14
"36662","to decide on",14
"36663","to describe how",14
"36664","to discuss a",14
"36665","to do he",14
"36666","to do without",14
"36667","to do work",14
"36668","to draw the",14
"36669","to drink a",14
"36670","to dwell on",14
"36671","to eat more",14
"36672","to eat with",14
"36673","to end a",14
"36674","to enjoy this",14
"36675","to enter into",14
"36676","to explain how",14
"36677","to finish a",14
"36678","to fit into",14
"36679","to follow a",14
"36680","to give some",14
"36681","to give your",14
"36682","to go it",14
"36683","to hang on",14
"36684","to happen the",14
"36685","to have gone",14
"36686","to hear rt",14
"36687","to hearing from",14
"36688","to help build",14
"36689","to help students",14
"36690","to his campaign",14
"36691","to his death",14
"36692","to i think",14
"36693","to improve our",14
"36694","to interact with",14
"36695","to introduce the",14
"36696","to it so",14
"36697","to jump on",14
"36698","to know my",14
"36699","to land a",14
"36700","to last night",14
"36701","to last year",14
"36702","to laugh at",14
"36703","to lay down",14
"36704","to leave this",14
"36705","to like the",14
"36706","to like this",14
"36707","to live here",14
"36708","to live there",14
"36709","to look after",14
"36710","to love me",14
"36711","to make fun",14
"36712","to make of",14
"36713","to miss a",14
"36714","to miss out",14
"36715","to my wife",14
"36716","to offer the",14
"36717","to offset the",14
"36718","to our own",14
"36719","to package directions",14
"36720","to party with",14
"36721","to pay their",14
"36722","to perform at",14
"36723","to pick one",14
"36724","to play but",14
"36725","to play i",14
"36726","to prevent a",14
"36727","to protect our",14
"36728","to put down",14
"36729","to raise taxes",14
"36730","to read in",14
"36731","to rein in",14
"36732","to remove it",14
"36733","to repair a",14
"36734","to report to",14
"36735","to return home",14
"36736","to reveal the",14
"36737","to ride the",14
"36738","to run and",14
"36739","to school with",14
"36740","to search the",14
"36741","to serve in",14
"36742","to sit with",14
"36743","to sleep now",14
"36744","to speak out",14
"36745","to start in",14
"36746","to start up",14
"36747","to stay awake",14
"36748","to take down",14
"36749","to take time",14
"36750","to teach my",14
"36751","to tell people",14
"36752","to tell their",14
"36753","to the black",14
"36754","to the blog",14
"36755","to the cause",14
"36756","to the detriment",14
"36757","to the draft",14
"36758","to the european",14
"36759","to the grand",14
"36760","to the indictment",14
"36761","to the international",14
"36762","to the jury",14
"36763","to the max",14
"36764","to the movie",14
"36765","to the number",14
"36766","to the ones",14
"36767","to the sea",14
"36768","to the station",14
"36769","to the water",14
"36770","to this is",14
"36771","to throw up",14
"36772","to try that",14
"36773","to turn over",14
"36774","to us i",14
"36775","to us to",14
"36776","to use and",14
"36777","to wait in",14
"36778","to walk and",14
"36779","to wash my",14
"36780","to watch my",14
"36781","to watch them",14
"36782","to win their",14
"36783","to win two",14
"36784","to witness the",14
"36785","to work day",14
"36786","to work through",14
"36787","today are you",14
"36788","today this is",14
"36789","together on a",14
"36790","together on the",14
"36791","together with a",14
"36792","told her about",14
"36793","told her she",14
"36794","told him the",14
"36795","told me in",14
"36796","told the board",14
"36797","told the crowd",14
"36798","tonight and tomorrow",14
"36799","tonight i will",14
"36800","tons of fun",14
"36801","too and the",14
"36802","too big for",14
"36803","too big to",14
"36804","too far away",14
"36805","too i don't",14
"36806","too much work",14
"36807","took a picture",14
"36808","took up the",14
"36809","top of your",14
"36810","touch with you",14
"36811","tough economic times",14
"36812","tours of the",14
"36813","traffic on the",14
"36814","tried not to",14
"36815","tried to explain",14
"36816","trust in the",14
"36817","trying to bring",14
"36818","trying to change",14
"36819","trying to hide",14
"36820","trying to learn",14
"36821","trying to lose",14
"36822","trying to protect",14
"36823","trying to sleep",14
"36824","trying to use",14
"36825","tuesday that the",14
"36826","turn it around",14
"36827","tweet about the",14
"36828","twice in one",14
"36829","two games in",14
"36830","two years after",14
"36831","two years as",14
"36832","two years old",14
"36833","u at the",14
"36834","u know that",14
"36835","unable to get",14
"36836","under the stars",14
"36837","under the table",14
"36838","understand why i",14
"36839","understand why people",14
"36840","university and the",14
"36841","university of akron",14
"36842","university of texas",14
"36843","until at least",14
"36844","until they get",14
"36845","up and you",14
"36846","up as well",14
"36847","up at me",14
"36848","up but it",14
"36849","up during the",14
"36850","up for you",14
"36851","up from my",14
"36852","up in their",14
"36853","up it is",14
"36854","up next week",14
"36855","up the first",14
"36856","up the last",14
"36857","up this is",14
"36858","up to an",14
"36859","up to five",14
"36860","up to go",14
"36861","up to its",14
"36862","up to three",14
"36863","up when the",14
"36864","up with and",14
"36865","up with him",14
"36866","us as a",14
"36867","us back to",14
"36868","us for our",14
"36869","us how to",14
"36870","us i think",14
"36871","us to go",14
"36872","used to that",14
"36873","using social media",14
"36874","very excited for",14
"36875","very grateful for",14
"36876","very much appreciated",14
"36877","vice chairman of",14
"36878","voted for the",14
"36879","wait for your",14
"36880","wait to have",14
"36881","waiting at the",14
"36882","waiting in the",14
"36883","waking up at",14
"36884","waking up with",14
"36885","walk down the",14
"36886","want to i",14
"36887","want to sleep",14
"36888","want to travel",14
"36889","wanting to do",14
"36890","warned that the",14
"36891","was a day",14
"36892","was a first",14
"36893","was a part",14
"36894","was a teenager",14
"36895","was a young",14
"36896","was actually the",14
"36897","was all over",14
"36898","was all the",14
"36899","was always the",14
"36900","was amazed at",14
"36901","was assigned to",14
"36902","was at least",14
"36903","was born with",14
"36904","was capable of",14
"36905","was doing the",14
"36906","was good and",14
"36907","was happy with",14
"36908","was hired as",14
"36909","was just about",14
"36910","was just on",14
"36911","was known for",14
"36912","was like i",14
"36913","was more like",14
"36914","was necessary to",14
"36915","was not at",14
"36916","was not available",14
"36917","was not enough",14
"36918","was not so",14
"36919","was not to",14
"36920","was plenty of",14
"36921","was put on",14
"36922","was reported at",14
"36923","was seen as",14
"36924","was selected to",14
"36925","was suppose to",14
"36926","was taken from",14
"36927","was the man",14
"36928","was there in",14
"36929","was to have",14
"36930","was told to",14
"36931","was used as",14
"36932","watch for the",14
"36933","watch it i",14
"36934","watching all the",14
"36935","way and i",14
"36936","way and the",14
"36937","way back from",14
"36938","way if you",14
"36939","way that it",14
"36940","way that the",14
"36941","way we can",14
"36942","we all make",14
"36943","we are being",14
"36944","we are pleased",14
"36945","we arrived at",14
"36946","we can and",14
"36947","we could go",14
"36948","we could just",14
"36949","we did in",14
"36950","we do to",14
"36951","we got in",14
"36952","we got that",14
"36953","we just don't",14
"36954","we know and",14
"36955","we learn that",14
"36956","we moved to",14
"36957","we must not",14
"36958","we need some",14
"36959","we should go",14
"36960","we still had",14
"36961","we think the",14
"36962","we would never",14
"36963","we would not",14
"36964","we'll be there",14
"36965","we’re trying to",14
"36966","week in a",14
"36967","week is going",14
"36968","weekend thanks for",14
"36969","welcome thanks for",14
"36970","well as i",14
"36971","well as it",14
"36972","well have been",14
"36973","well i can",14
"36974","well i just",14
"36975","went to get",14
"36976","went to high",14
"36977","were a bit",14
"36978","were filled with",14
"36979","were happy to",14
"36980","were it not",14
"36981","were made to",14
"36982","were the ones",14
"36983","what a good",14
"36984","what a lovely",14
"36985","what an awesome",14
"36986","what are u",14
"36987","what happened on",14
"36988","what i feel",14
"36989","what is being",14
"36990","what is important",14
"36991","what is on",14
"36992","what is really",14
"36993","what it has",14
"36994","what looks like",14
"36995","what makes me",14
"36996","what might happen",14
"36997","what seems like",14
"36998","what was in",14
"36999","what we call",14
"37000","what we should",14
"37001","what we're going",14
"37002","what went wrong",14
"37003","what's better than",14
"37004","what's on the",14
"37005","when faced with",14
"37006","when he ran",14
"37007","when he saw",14
"37008","when i grow",14
"37009","when i leave",14
"37010","when i needed",14
"37011","when i write",14
"37012","when it happens",14
"37013","when she asked",14
"37014","when the city",14
"37015","when they come",14
"37016","when this happens",14
"37017","when we arrived",14
"37018","when we can",14
"37019","when you put",14
"37020","where and when",14
"37021","where are all",14
"37022","where are my",14
"37023","where he has",14
"37024","where no one",14
"37025","where u at",14
"37026","where you need",14
"37027","where you're going",14
"37028","wherever you are",14
"37029","which includes the",14
"37030","which made me",14
"37031","which should be",14
"37032","while you can",14
"37033","whisk in the",14
"37034","who comes to",14
"37035","who had just",14
"37036","who has not",14
"37037","who have had",14
"37038","who it is",14
"37039","who left the",14
"37040","who made a",14
"37041","who oversees the",14
"37042","who saw the",14
"37043","who told me",14
"37044","who tries to",14
"37045","who went on",14
"37046","who were not",14
"37047","who work in",14
"37048","whole new level",14
"37049","why does my",14
"37050","will allow us",14
"37051","will be asked",14
"37052","will be featured",14
"37053","will be filled",14
"37054","will be honored",14
"37055","will be just",14
"37056","will be offering",14
"37057","will be tweeting",14
"37058","will bring the",14
"37059","will come in",14
"37060","will create a",14
"37061","will do a",14
"37062","will do my",14
"37063","will get it",14
"37064","will have been",14
"37065","will make your",14
"37066","will never get",14
"37067","will of the",14
"37068","will only get",14
"37069","will play a",14
"37070","will start to",14
"37071","will take on",14
"37072","will there be",14
"37073","win against the",14
"37074","wish someone would",14
"37075","wishing i could",14
"37076","with a baby",14
"37077","with a heavy",14
"37078","with a low",14
"37079","with a number",14
"37080","with a stick",14
"37081","with an open",14
"37082","with help from",14
"37083","with him a",14
"37084","with my baby",14
"37085","with nothing to",14
"37086","with social media",14
"37087","with some great",14
"37088","with some new",14
"37089","with the browns",14
"37090","with the community",14
"37091","with the department",14
"37092","with the dragon",14
"37093","with the game",14
"37094","with the hope",14
"37095","with the last",14
"37096","with the lord",14
"37097","with the opening",14
"37098","with the project",14
"37099","with the united",14
"37100","with the wind",14
"37101","with two of",14
"37102","with us at",14
"37103","with what he",14
"37104","with whom she",14
"37105","with you there",14
"37106","woke up early",14
"37107","work is done",14
"37108","worked hard to",14
"37109","working full time",14
"37110","working on his",14
"37111","working on new",14
"37112","working to get",14
"37113","works of the",14
"37114","world and i",14
"37115","worried about it",14
"37116","would be at",14
"37117","would be you",14
"37118","would come in",14
"37119","would die if",14
"37120","would follow me",14
"37121","would happen if",14
"37122","would have gotten",14
"37123","would have said",14
"37124","would have wanted",14
"37125","would i want",14
"37126","would not comment",14
"37127","would not say",14
"37128","would you go",14
"37129","wouldn't be the",14
"37130","wrong i love",14
"37131","wrong with this",14
"37132","yard touchdown pass",14
"37133","yeah i guess",14
"37134","yeah i like",14
"37135","yeah it was",14
"37136","year by the",14
"37137","year old father",14
"37138","year to you",14
"37139","year veteran of",14
"37140","year we had",14
"37141","years ago for",14
"37142","years ago they",14
"37143","years ago was",14
"37144","years and it",14
"37145","years but i",14
"37146","years for the",14
"37147","years from the",14
"37148","years in a",14
"37149","years or so",14
"37150","yes we can",14
"37151","yes yes it",14
"37152","yesterday was a",14
"37153","yet to come",14
"37154","york city the",14
"37155","york daily news",14
"37156","you again for",14
"37157","you all a",14
"37158","you all and",14
"37159","you an idea",14
"37160","you and how",14
"37161","you are like",14
"37162","you are never",14
"37163","you are new",14
"37164","you are taking",14
"37165","you back i",14
"37166","you be the",14
"37167","you but i'm",14
"37168","you by the",14
"37169","you can create",14
"37170","you can expect",14
"37171","you can feel",14
"37172","you can live",14
"37173","you can try",14
"37174","you can win",14
"37175","you can't beat",14
"37176","you coming back",14
"37177","you deal with",14
"37178","you didn't get",14
"37179","you doing this",14
"37180","you don’t get",14
"37181","you dont want",14
"37182","you ever need",14
"37183","you find your",14
"37184","you for it",14
"37185","you give up",14
"37186","you go girl",14
"37187","you good morning",14
"37188","you happy birthday",14
"37189","you have two",14
"37190","you i wish",14
"37191","you if i",14
"37192","you just love",14
"37193","you just made",14
"37194","you know what's",14
"37195","you look up",14
"37196","you love someone",14
"37197","you make your",14
"37198","you may find",14
"37199","you mean by",14
"37200","you need them",14
"37201","you on this",14
"37202","you only get",14
"37203","you really have",14
"37204","you really should",14
"37205","you rt i",14
"37206","you the same",14
"37207","you think if",14
"37208","you this morning",14
"37209","you thought it",14
"37210","you to keep",14
"37211","you to share",14
"37212","you watch the",14
"37213","you were doing",14
"37214","you what a",14
"37215","you won't get",14
"37216","you would do",14
"37217","you would expect",14
"37218","you would love",14
"37219","you you will",14
"37220","you'll have a",14
"37221","you're so sweet",14
"37222","you've got the",14
"37223","you’ll have to",14
"37224","your biggest fan",14
"37225","your chances of",14
"37226","your e mail",14
"37227","your go to",14
"37228","your life in",14
"37229","your life to",14
"37230","your mind is",14
"37231","your name on",14
"37232","yourself in a",14
"37233","a bad person",13
"37234","a baseball bat",13
"37235","a better deal",13
"37236","a better understanding",13
"37237","a big ass",13
"37238","a big bowl",13
"37239","a big day",13
"37240","a big one",13
"37241","a big smile",13
"37242","a bit less",13
"37243","a bit so",13
"37244","a bit with",13
"37245","a bitch and",13
"37246","a black hole",13
"37247","a blast i",13
"37248","a boy who",13
"37249","a break i",13
"37250","a break in",13
"37251","a bucket of",13
"37252","a bundle of",13
"37253","a business in",13
"37254","a car i",13
"37255","a card for",13
"37256","a certain point",13
"37257","a child with",13
"37258","a close friend",13
"37259","a college degree",13
"37260","a convenience store",13
"37261","a country where",13
"37262","a danger to",13
"37263","a dear friend",13
"37264","a dozen people",13
"37265","a drink and",13
"37266","a facebook page",13
"37267","a fair and",13
"37268","a feel good",13
"37269","a few others",13
"37270","a few pieces",13
"37271","a few steps",13
"37272","a fire extinguisher",13
"37273","a five game",13
"37274","a flight of",13
"37275","a friend or",13
"37276","a fuck about",13
"37277","a fun night",13
"37278","a good excuse",13
"37279","a good sense",13
"37280","a great price",13
"37281","a great sunday",13
"37282","a great trip",13
"37283","a grown up",13
"37284","a happy camper",13
"37285","a happy ending",13
"37286","a happy life",13
"37287","a homeless man",13
"37288","a hot day",13
"37289","a hotel room",13
"37290","a huge impact",13
"37291","a knack for",13
"37292","a large group",13
"37293","a last resort",13
"37294","a lawsuit filed",13
"37295","a learning experience",13
"37296","a litany of",13
"37297","a little crazy",13
"37298","a little off",13
"37299","a little sad",13
"37300","a little water",13
"37301","a loaf of",13
"37302","a long shot",13
"37303","a lot we",13
"37304","a man on",13
"37305","a metaphor for",13
"37306","a month later",13
"37307","a mother who",13
"37308","a movie with",13
"37309","a never ending",13
"37310","a new album",13
"37311","a new challenge",13
"37312","a new experience",13
"37313","a new look",13
"37314","a new member",13
"37315","a new school",13
"37316","a nice weekend",13
"37317","a one stop",13
"37318","a partnership with",13
"37319","a perfect example",13
"37320","a photo shoot",13
"37321","a place with",13
"37322","a plan b",13
"37323","a point in",13
"37324","a point that",13
"37325","a position of",13
"37326","a power outage",13
"37327","a previous post",13
"37328","a public hearing",13
"37329","a rate of",13
"37330","a really big",13
"37331","a recent study",13
"37332","a report by",13
"37333","a report in",13
"37334","a representative of",13
"37335","a revolving door",13
"37336","a ride to",13
"37337","a rock star",13
"37338","a room and",13
"37339","a running back",13
"37340","a screening of",13
"37341","a search of",13
"37342","a second i",13
"37343","a show of",13
"37344","a small child",13
"37345","a stand mixer",13
"37346","a statement saying",13
"37347","a story and",13
"37348","a story for",13
"37349","a stream of",13
"37350","a student of",13
"37351","a tablespoon of",13
"37352","a tax increase",13
"37353","a time machine",13
"37354","a time that",13
"37355","a time until",13
"37356","a trail of",13
"37357","a very exciting",13
"37358","a veteran of",13
"37359","a wake up",13
"37360","a week away",13
"37361","a week it",13
"37362","a while so",13
"37363","a white man",13
"37364","a win over",13
"37365","a word for",13
"37366","ability to do",13
"37367","able to open",13
"37368","able to read",13
"37369","able to write",13
"37370","about a lot",13
"37371","about a minute",13
"37372","about all that",13
"37373","about being on",13
"37374","about having to",13
"37375","about is the",13
"37376","about it she",13
"37377","about my life",13
"37378","about that and",13
"37379","about that in",13
"37380","about that one",13
"37381","about the nature",13
"37382","about the next",13
"37383","about the power",13
"37384","about the situation",13
"37385","about the size",13
"37386","about things that",13
"37387","about this but",13
"37388","about this i",13
"37389","about to throw",13
"37390","absent from the",13
"37391","abuse and neglect",13
"37392","according to new",13
"37393","according to one",13
"37394","accused of killing",13
"37395","act like you",13
"37396","activities in the",13
"37397","actress in a",13
"37398","acts as a",13
"37399","actually had a",13
"37400","actually have to",13
"37401","add the remaining",13
"37402","add them to",13
"37403","add to your",13
"37404","advice on how",13
"37405","affair with the",13
"37406","after a short",13
"37407","after all but",13
"37408","after all is",13
"37409","after all it's",13
"37410","after all of",13
"37411","after high school",13
"37412","after the final",13
"37413","after the incident",13
"37414","after the new",13
"37415","afternoon at the",13
"37416","again to the",13
"37417","against all odds",13
"37418","ago but i",13
"37419","ago when he",13
"37420","ahead with the",13
"37421","all day so",13
"37422","all day with",13
"37423","all he said",13
"37424","all i don't",13
"37425","all i wanted",13
"37426","all if you",13
"37427","all is good",13
"37428","all know how",13
"37429","all my classes",13
"37430","all night and",13
"37431","all purpose flour",13
"37432","all star break",13
"37433","all thanks for",13
"37434","all that the",13
"37435","all the boys",13
"37436","all the characters",13
"37437","all the cool",13
"37438","all the help",13
"37439","all things considered",13
"37440","all things that",13
"37441","all time in",13
"37442","all to see",13
"37443","all want to",13
"37444","all year long",13
"37445","all your friends",13
"37446","allow myself to",13
"37447","allow the state",13
"37448","almost every day",13
"37449","almost impossible to",13
"37450","along with us",13
"37451","already know i",13
"37452","also a great",13
"37453","also be used",13
"37454","also has the",13
"37455","also means that",13
"37456","also trying to",13
"37457","also won the",13
"37458","always a great",13
"37459","always the best",13
"37460","always the case",13
"37461","am glad that",13
"37462","am having a",13
"37463","am i always",13
"37464","am i gonna",13
"37465","am such a",13
"37466","am very grateful",13
"37467","american cancer society",13
"37468","amount of work",13
"37469","an account of",13
"37470","an amazing job",13
"37471","an answer to",13
"37472","an apartment in",13
"37473","an economist at",13
"37474","an era of",13
"37475","an evening of",13
"37476","an excuse for",13
"37477","an in depth",13
"37478","an obligation to",13
"37479","an open house",13
"37480","an rbi double",13
"37481","and a bag",13
"37482","and a day",13
"37483","and a sense",13
"37484","and a sweet",13
"37485","and a third",13
"37486","and a time",13
"37487","and a year",13
"37488","and all other",13
"37489","and all this",13
"37490","and allow the",13
"37491","and are a",13
"37492","and are now",13
"37493","and as long",13
"37494","and as much",13
"37495","and asked the",13
"37496","and be the",13
"37497","and bring it",13
"37498","and came up",13
"37499","and commitment to",13
"37500","and congrats on",13
"37501","and did the",13
"37502","and didn't know",13
"37503","and eat it",13
"37504","and ends with",13
"37505","and everything to",13
"37506","and everything was",13
"37507","and far between",13
"37508","and friends of",13
"37509","and gave up",13
"37510","and getting ready",13
"37511","and give me",13
"37512","and go home",13
"37513","and got some",13
"37514","and hard to",13
"37515","and has never",13
"37516","and he wants",13
"37517","and help me",13
"37518","and her brother",13
"37519","and his friend",13
"37520","and his two",13
"37521","and how long",13
"37522","and i heard",13
"37523","and i learned",13
"37524","and i met",13
"37525","and i promise",13
"37526","and i wouldn't",13
"37527","and i'll get",13
"37528","and i'm looking",13
"37529","and i've never",13
"37530","and is available",13
"37531","and it did",13
"37532","and it felt",13
"37533","and it gets",13
"37534","and it needs",13
"37535","and it still",13
"37536","and it turned",13
"37537","and it turns",13
"37538","and it's going",13
"37539","and keep on",13
"37540","and last year",13
"37541","and may have",13
"37542","and more in",13
"37543","and my favorite",13
"37544","and not at",13
"37545","and not enough",13
"37546","and not get",13
"37547","and now is",13
"37548","and now my",13
"37549","and other countries",13
"37550","and other people",13
"37551","and others who",13
"37552","and perhaps a",13
"37553","and possibly the",13
"37554","and pulled out",13
"37555","and said a",13
"37556","and san francisco",13
"37557","and seemed to",13
"37558","and seems to",13
"37559","and set it",13
"37560","and share your",13
"37561","and simmer for",13
"37562","and since the",13
"37563","and soon to",13
"37564","and south korea",13
"37565","and spread the",13
"37566","and that one",13
"37567","and the bad",13
"37568","and the band",13
"37569","and the environment",13
"37570","and the game",13
"37571","and their children",13
"37572","and then add",13
"37573","and then after",13
"37574","and then back",13
"37575","and then for",13
"37576","and then got",13
"37577","and things that",13
"37578","and think that",13
"37579","and this week",13
"37580","and to put",13
"37581","and two touchdowns",13
"37582","and understand the",13
"37583","and use a",13
"37584","and very little",13
"37585","and was very",13
"37586","and we talked",13
"37587","and we've got",13
"37588","and went through",13
"37589","and west virginia",13
"37590","and where i",13
"37591","and working with",13
"37592","and you do",13
"37593","another chance to",13
"37594","any chance of",13
"37595","any interest in",13
"37596","any of their",13
"37597","any time i",13
"37598","anyone with a",13
"37599","anything and everything",13
"37600","anything more than",13
"37601","anything we can",13
"37602","apart from a",13
"37603","apartment in the",13
"37604","appearance at the",13
"37605","appreciate the follow",13
"37606","appreciate your support",13
"37607","are a big",13
"37608","are all having",13
"37609","are amazing and",13
"37610","are and what",13
"37611","are dealing with",13
"37612","are doing in",13
"37613","are eager to",13
"37614","are hoping to",13
"37615","are in for",13
"37616","are in town",13
"37617","are investigating the",13
"37618","are just starting",13
"37619","are less likely",13
"37620","are not what",13
"37621","are now available",13
"37622","are some other",13
"37623","are still being",13
"37624","are the biggest",13
"37625","are the days",13
"37626","are the main",13
"37627","are the reason",13
"37628","are thinking of",13
"37629","are thought to",13
"37630","are unlikely to",13
"37631","are you feeling",13
"37632","area and the",13
"37633","around my house",13
"37634","around the clock",13
"37635","around to see",13
"37636","as a backup",13
"37637","as a fan",13
"37638","as a first",13
"37639","as a leader",13
"37640","as a mother",13
"37641","as a political",13
"37642","as a positive",13
"37643","as a society",13
"37644","as a substitute",13
"37645","as a teacher",13
"37646","as an old",13
"37647","as compared to",13
"37648","as did the",13
"37649","as it relates",13
"37650","as it will",13
"37651","as members of",13
"37652","as of now",13
"37653","as required by",13
"37654","as the economy",13
"37655","as the night",13
"37656","as the state",13
"37657","as they will",13
"37658","as to say",13
"37659","as we got",13
"37660","as well what",13
"37661","ask god to",13
"37662","asked for the",13
"37663","asked her if",13
"37664","asked him if",13
"37665","asked them to",13
"37666","associated press writers",13
"37667","associated with a",13
"37668","at a community",13
"37669","at a nearby",13
"37670","at a reasonable",13
"37671","at all to",13
"37672","at an event",13
"37673","at any moment",13
"37674","at first you",13
"37675","at gmail dot",13
"37676","at hayward field",13
"37677","at home against",13
"37678","at home we",13
"37679","at how much",13
"37680","at least that’s",13
"37681","at least there",13
"37682","at night to",13
"37683","at other times",13
"37684","at pictures of",13
"37685","at that level",13
"37686","at the bank",13
"37687","at the centre",13
"37688","at the east",13
"37689","at the finish",13
"37690","at the grand",13
"37691","at the head",13
"37692","at the hilton",13
"37693","at the polls",13
"37694","at the pump",13
"37695","at the red",13
"37696","at the royal",13
"37697","at the stadium",13
"37698","at the station",13
"37699","at the summit",13
"37700","at the trial",13
"37701","at the wall",13
"37702","at the west",13
"37703","at this hour",13
"37704","at times the",13
"37705","at what point",13
"37706","at work is",13
"37707","at work the",13
"37708","atlanta journal constitution",13
"37709","attempt to make",13
"37710","attention from the",13
"37711","attention on the",13
"37712","authorities said the",13
"37713","available in a",13
"37714","aware of how",13
"37715","aware of that",13
"37716","aware of this",13
"37717","away and i",13
"37718","away from being",13
"37719","away from you",13
"37720","awful lot of",13
"37721","bachelor's degree in",13
"37722","back down to",13
"37723","back i think",13
"37724","back in nyc",13
"37725","back memories of",13
"37726","back on that",13
"37727","back out there",13
"37728","back to him",13
"37729","back to where",13
"37730","bad as the",13
"37731","bad i was",13
"37732","bad that i",13
"37733","band in the",13
"37734","bar in the",13
"37735","base in the",13
"37736","based on my",13
"37737","bay area and",13
"37738","be a friend",13
"37739","be available at",13
"37740","be back later",13
"37741","be called the",13
"37742","be considered for",13
"37743","be done on",13
"37744","be far more",13
"37745","be featured on",13
"37746","be for a",13
"37747","be just like",13
"37748","be like the",13
"37749","be like to",13
"37750","be listening to",13
"37751","be living in",13
"37752","be looking to",13
"37753","be moved to",13
"37754","be moving to",13
"37755","be off the",13
"37756","be on our",13
"37757","be placed in",13
"37758","be reached at",13
"37759","be said that",13
"37760","be seen by",13
"37761","be set up",13
"37762","be successful in",13
"37763","be the real",13
"37764","be the year",13
"37765","be under the",13
"37766","be up and",13
"37767","be used on",13
"37768","be very difficult",13
"37769","because i never",13
"37770","because of our",13
"37771","because of your",13
"37772","because we had",13
"37773","because when i",13
"37774","becoming the first",13
"37775","bed in the",13
"37776","been a real",13
"37777","been an issue",13
"37778","been done before",13
"37779","been going through",13
"37780","been going to",13
"37781","been here for",13
"37782","been interested in",13
"37783","been more than",13
"37784","been that way",13
"37785","been using the",13
"37786","before but i",13
"37787","before he died",13
"37788","before heading to",13
"37789","before i die",13
"37790","before i start",13
"37791","before i went",13
"37792","before they can",13
"37793","beg to differ",13
"37794","begs the question",13
"37795","being asked to",13
"37796","being the only",13
"37797","believe how much",13
"37798","believe that they",13
"37799","believe that you",13
"37800","believe they can",13
"37801","belongs to the",13
"37802","best and most",13
"37803","best for you",13
"37804","best show ever",13
"37805","best time of",13
"37806","best you can",13
"37807","better sense of",13
"37808","better than me",13
"37809","better than my",13
"37810","better to have",13
"37811","biggest thing is",13
"37812","billion last year",13
"37813","bin laden was",13
"37814","bit of time",13
"37815","blog for a",13
"37816","blood on the",13
"37817","book i have",13
"37818","boston red sox",13
"37819","break it down",13
"37820","breakfast and lunch",13
"37821","brick and mortar",13
"37822","bring in a",13
"37823","brings out the",13
"37824","brought me a",13
"37825","brought out the",13
"37826","burst into tears",13
"37827","but also for",13
"37828","but before we",13
"37829","but could not",13
"37830","but did you",13
"37831","but during the",13
"37832","but even more",13
"37833","but had to",13
"37834","but he looks",13
"37835","but he says",13
"37836","but here's the",13
"37837","but honestly i",13
"37838","but i bet",13
"37839","but i went",13
"37840","but i'm so",13
"37841","but i've never",13
"37842","but is a",13
"37843","but it turns",13
"37844","but its a",13
"37845","but look at",13
"37846","but many of",13
"37847","but once the",13
"37848","but really i",13
"37849","but she didn't",13
"37850","but thank you",13
"37851","but that's what",13
"37852","but the new",13
"37853","but then they",13
"37854","but then we",13
"37855","but then you",13
"37856","but they weren't",13
"37857","but think of",13
"37858","but you need",13
"37859","but you still",13
"37860","buy a house",13
"37861","buy her a",13
"37862","by a number",13
"37863","by as much",13
"37864","by e mail",13
"37865","by going to",13
"37866","by so fast",13
"37867","by the district",13
"37868","by the fbi",13
